,material_id,formation_energy_per_atom,band_gap,pretty_formula,e_above_hull,elements,cif,spacegroup.number
15216,mp-12627,-1.3874017124999998,0.0,Nb3S4,0.0,"['Nb', 'S']","# generated using pymatgen
data_Nb3S4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   9.66783190
_cell_length_b   9.66783190
_cell_length_c   3.40854500
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.99999934
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Nb3S4
_chemical_formula_sum   'Nb6 S8'
_cell_volume   275.90390534
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  1  0.51388500  0.88505900  0.75000000  1
  Nb  Nb1  1  0.62882600  0.51388500  0.25000000  1
  Nb  Nb2  1  0.88505900  0.37117400  0.25000000  1
  Nb  Nb3  1  0.11494100  0.62882600  0.75000000  1
  Nb  Nb4  1  0.37117400  0.48611500  0.75000000  1
  Nb  Nb5  1  0.48611500  0.11494100  0.25000000  1
  S  S6  1  0.65373300  0.71074000  0.75000000  1
  S  S7  1  0.94299300  0.65373300  0.25000000  1
  S  S8  1  0.71074000  0.05700700  0.25000000  1
  S  S9  1  0.28926000  0.94299300  0.75000000  1
  S  S10  1  0.05700700  0.34626700  0.75000000  1
  S  S11  1  0.34626700  0.28926000  0.25000000  1
  S  S12  1  0.33333300  0.66666700  0.25000000  1
  S  S13  1  0.66666700  0.33333300  0.75000000  1
",176
20856,mp-557308,-1.0623726905625,1.9071,ZnS,0.0007587238571433,"['S', 'Zn']","# generated using pymatgen
data_ZnS
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.85308879
_cell_length_b   3.85308879
_cell_length_c   31.51255600
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00001352
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZnS
_chemical_formula_sum   'Zn10 S10'
_cell_volume   405.16529321
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zn  Zn0  1  0.00000000  0.00000000  0.60002700  1
  Zn  Zn1  1  0.66666700  0.33333300  0.20002700  1
  Zn  Zn2  1  0.66666700  0.33333300  0.80002000  1
  Zn  Zn3  1  0.33333300  0.66666700  0.70002700  1
  Zn  Zn4  1  0.00000000  0.00000000  0.30002700  1
  Zn  Zn5  1  0.00000000  0.00000000  0.00001900  1
  Zn  Zn6  1  0.33333300  0.66666700  0.90003900  1
  Zn  Zn7  1  0.66666700  0.33333300  0.50002700  1
  Zn  Zn8  1  0.33333300  0.66666700  0.10003900  1
  Zn  Zn9  1  0.33333300  0.66666700  0.40002700  1
  S  S10  1  0.00000000  0.00000000  0.07500500  1
  S  S11  1  0.00000000  0.00000000  0.67497400  1
  S  S12  1  0.33333300  0.66666700  0.97493600  1
  S  S13  1  0.33333300  0.66666700  0.47497300  1
  S  S14  1  0.66666700  0.33333300  0.57497200  1
  S  S15  1  0.33333300  0.66666700  0.77494100  1
  S  S16  1  0.66666700  0.33333300  0.27497300  1
  S  S17  1  0.33333300  0.66666700  0.17496800  1
  S  S18  1  0.00000000  0.00000000  0.37497300  1
  S  S19  1  0.66666700  0.33333300  0.87500600  1
",156
40306,mp-20772,-2.6182799805,0.3959000000000001,CaCrO3,0.0557728728333399,"['Ca', 'Cr', 'O']","# generated using pymatgen
data_CaCrO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.33343300
_cell_length_b   5.47225500
_cell_length_c   7.54876000
_cell_angle_alpha   90.00058264
_cell_angle_beta   90.00018461
_cell_angle_gamma   90.00044520
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaCrO3
_chemical_formula_sum   'Ca4 Cr4 O12'
_cell_volume   220.31739525
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.99212900  0.04491300  0.25001800  1
  Ca  Ca1  1  0.49246200  0.45498300  0.74998500  1
  Ca  Ca2  1  0.50785500  0.54475500  0.24997900  1
  Ca  Ca3  1  0.00753900  0.95513900  0.75001100  1
  Cr  Cr4  1  0.49998800  0.00022600  0.99999000  1
  Cr  Cr5  1  0.00012300  0.50017300  0.00002300  1
  Cr  Cr6  1  0.99997600  0.50013100  0.50000200  1
  Cr  Cr7  1  0.49988000  0.00002300  0.49998300  1
  O  O8  1  0.92284700  0.52131500  0.74999000  1
  O  O9  1  0.42260200  0.97857300  0.25001000  1
  O  O10  1  0.57713000  0.02122800  0.75001100  1
  O  O11  1  0.07736700  0.47865800  0.24999000  1
  O  O12  1  0.71229000  0.29700900  0.46007200  1
  O  O13  1  0.21223800  0.20293300  0.53985700  1
  O  O14  1  0.78774300  0.79701200  0.03993700  1
  O  O15  1  0.28780600  0.70298300  0.96014000  1
  O  O16  1  0.71224700  0.29701300  0.03991600  1
  O  O17  1  0.21218200  0.20297900  0.96014800  1
  O  O18  1  0.28782400  0.70298000  0.53986800  1
  O  O19  1  0.78777000  0.79697400  0.46006800  1
",62
36725,mp-1221595,-0.4539027053556033,0.0,MnHg4S5,0.0403584474999982,"['Hg', 'Mn', 'S']","# generated using pymatgen
data_MnHg4S5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   15.13147512
_cell_length_b   15.13147512
_cell_length_c   15.13147512
_cell_angle_alpha   164.10658609
_cell_angle_beta   164.10658609
_cell_angle_gamma   22.54994583
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MnHg4S5
_chemical_formula_sum   'Mn1 Hg4 S5'
_cell_volume   259.76617235
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.50000000  0.50000000  0.00000000  1
  Hg  Hg1  1  0.90354700  0.90354700  0.00000000  1
  Hg  Hg2  1  0.30053100  0.30053100  0.00000000  1
  Hg  Hg3  1  0.69946900  0.69946900  0.00000000  1
  Hg  Hg4  1  0.09645300  0.09645300  0.00000000  1
  S  S5  1  0.25000000  0.75000000  0.50000000  1
  S  S6  1  0.64815900  0.14815900  0.50000000  1
  S  S7  1  0.04280300  0.54280300  0.50000000  1
  S  S8  1  0.45719700  0.95719700  0.50000000  1
  S  S9  1  0.85184100  0.35184100  0.50000000  1
",119
30226,mp-1223650,0.0187806012499999,0.0,InHg3,0.0187806012499999,"['Hg', 'In']","# generated using pymatgen
data_InHg3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.26570717
_cell_length_b   3.26570717
_cell_length_c   11.37947700
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   109.46236370
_symmetry_Int_Tables_number   1
_chemical_formula_structural   InHg3
_chemical_formula_sum   'In1 Hg3'
_cell_volume   114.42587710
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  1  0.50000000  0.50000000  0.50000000  1
  Hg  Hg1  1  0.00000000  0.00000000  0.00000000  1
  Hg  Hg2  1  0.00000000  0.50000000  0.74922400  1
  Hg  Hg3  1  0.50000000  0.00000000  0.25077600  1
",21
34920,mp-756017,-2.837733848893679,0.0,Mn6OF11,0.0337162092361094,"['F', 'Mn', 'O']","# generated using pymatgen
data_Mn6OF11
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.91077504
_cell_length_b   4.91077504
_cell_length_c   9.97718600
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   91.40454346
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mn6OF11
_chemical_formula_sum   'Mn6 O1 F11'
_cell_volume   240.53464891
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.01119800  0.01119800  0.65631000  1
  Mn  Mn1  1  0.01119800  0.01119800  0.34369000  1
  Mn  Mn2  1  0.99980100  0.99980100  0.00000000  1
  Mn  Mn3  1  0.50407500  0.50407500  0.83138600  1
  Mn  Mn4  1  0.47728900  0.47728900  0.50000000  1
  Mn  Mn5  1  0.50407500  0.50407500  0.16861400  1
  O  O6  1  0.20163100  0.20163100  0.50000000  1
  F  F7  1  0.19685000  0.19685000  0.16733500  1
  F  F8  1  0.19685000  0.19685000  0.83266500  1
  F  F9  1  0.68957500  0.30214000  0.66283800  1
  F  F10  1  0.68957500  0.30214000  0.33716200  1
  F  F11  1  0.69798300  0.30879400  0.00000000  1
  F  F12  1  0.30214000  0.68957500  0.66283800  1
  F  F13  1  0.30214000  0.68957500  0.33716200  1
  F  F14  1  0.30879400  0.69798300  0.00000000  1
  F  F15  1  0.78251100  0.78251100  0.50000000  1
  F  F16  1  0.81215700  0.81215700  0.17477000  1
  F  F17  1  0.81215700  0.81215700  0.82523000  1
",38
39755,mp-1245451,-0.7657883671428577,0.0017999999999998,Nb2ZnN4,0.0519706143571419,"['N', 'Nb', 'Zn']","# generated using pymatgen
data_Nb2ZnN4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.23499564
_cell_length_b   6.23499564
_cell_length_c   6.23499564
_cell_angle_alpha   90.07674534
_cell_angle_beta   119.95570095
_cell_angle_gamma   119.95570095
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Nb2ZnN4
_chemical_formula_sum   'Nb4 Zn2 N8'
_cell_volume   171.50774615
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  1  0.75000200  0.50000000  0.25000200  1
  Nb  Nb1  1  0.24999800  0.00000000  0.24999800  1
  Nb  Nb2  1  0.24999800  0.99999800  0.75000000  1
  Nb  Nb3  1  0.75000200  0.00000200  0.25000000  1
  Zn  Zn4  1  0.50000000  0.62500000  0.62500000  1
  Zn  Zn5  1  0.00000000  0.37500000  0.87500000  1
  N  N6  1  0.72958400  0.23947600  0.00989400  1
  N  N7  1  0.27041600  0.78031000  0.00989300  1
  N  N8  1  0.22958300  0.75989300  0.48947600  1
  N  N9  1  0.77041700  0.75989400  0.03031000  1
  N  N10  1  0.77041700  0.76052400  0.49010700  1
  N  N11  1  0.22958300  0.21969000  0.49010600  1
  N  N12  1  0.72958400  0.24010700  0.46969000  1
  N  N13  1  0.27041600  0.24010600  0.01052400  1
",227
24508,mp-1040425,0.0075956450000003,0.0001000000000002,C,0.0075956450000003,['C'],"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.46803028
_cell_length_b   2.46803028
_cell_length_c   19.99829300
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000749
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C2
_cell_volume   105.49320653
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.33333300  0.66666700  0.00000000  1
  C  C1  1  0.66666700  0.33333300  0.00000000  1
",191
23890,mp-6504,-2.561117107999999,4.132,BaMg(CO3)2,0.0051476565000001,"['Ba', 'Mg', 'C', 'O']","# generated using pymatgen
data_BaMg(CO3)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.36716362
_cell_length_b   6.36716362
_cell_length_c   6.36716285
_cell_angle_alpha   47.12997841
_cell_angle_beta   47.12997841
_cell_angle_gamma   47.12997745
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BaMg(CO3)2
_chemical_formula_sum   'Ba1 Mg1 C2 O6'
_cell_volume   126.77913208
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.00000000  0.00000000  0.00000000  1
  Mg  Mg1  1  0.50000000  0.50000000  0.50000000  1
  C  C2  1  0.76000300  0.76000300  0.76000300  1
  C  C3  1  0.23999700  0.23999700  0.23999700  1
  O  O4  1  0.61081900  0.05157200  0.61081900  1
  O  O5  1  0.05157200  0.61081900  0.61081900  1
  O  O6  1  0.38918100  0.38918100  0.94842800  1
  O  O7  1  0.38918100  0.94842800  0.38918100  1
  O  O8  1  0.94842800  0.38918100  0.38918100  1
  O  O9  1  0.61081900  0.61081900  0.05157200  1
",166
41772,mp-1274955,-2.059008641670048,0.0,Li5Mn4O8,0.0631682590196014,"['Li', 'Mn', 'O']","# generated using pymatgen
data_Li5Mn4O8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.78325868
_cell_length_b   5.82931844
_cell_length_c   6.33912604
_cell_angle_alpha   64.17277614
_cell_angle_beta   63.31120794
_cell_angle_gamma   91.45436019
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li5Mn4O8
_chemical_formula_sum   'Li5 Mn4 O8'
_cell_volume   165.24635462
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.00027100  0.50017000  0.99963400  1
  Li  Li1  1  0.92228300  0.81578000  0.16839000  1
  Li  Li2  1  0.07756400  0.18370100  0.83182900  1
  Li  Li3  1  0.49985300  0.49996900  0.50012600  1
  Li  Li4  1  0.00019000  0.49996700  0.50004100  1
  Mn  Mn5  1  0.50009900  0.00038800  0.99977500  1
  Mn  Mn6  1  0.99966400  0.99989600  0.50004200  1
  Mn  Mn7  1  0.50027200  0.49986000  0.99977600  1
  Mn  Mn8  1  0.50027000  0.00027600  0.50014500  1
  O  O9  1  0.74506100  0.23768200  0.49827700  1
  O  O10  1  0.25447800  0.76223900  0.50222300  1
  O  O11  1  0.72478400  0.74985300  0.52426500  1
  O  O12  1  0.27493200  0.24999100  0.47581500  1
  O  O13  1  0.25894400  0.75402400  0.00482400  1
  O  O14  1  0.75073100  0.77806600  0.98586100  1
  O  O15  1  0.24923500  0.22203900  0.01397500  1
  O  O16  1  0.74136900  0.24609900  0.99500000  1
",2
14154,mp-1205562,-0.3912464629999995,0.0,Ho2MgNi2,0.0,"['Ho', 'Mg', 'Ni']","# generated using pymatgen
data_Ho2MgNi2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.29824400
_cell_length_b   7.29824400
_cell_length_c   3.74706000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ho2MgNi2
_chemical_formula_sum   'Ho4 Mg2 Ni4'
_cell_volume   199.58477333
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ho  Ho0  1  0.67631900  0.17631900  0.50000000  1
  Ho  Ho1  1  0.32368100  0.82368100  0.50000000  1
  Ho  Ho2  1  0.17631900  0.32368100  0.50000000  1
  Ho  Ho3  1  0.82368100  0.67631900  0.50000000  1
  Mg  Mg4  1  0.00000000  0.00000000  0.00000000  1
  Mg  Mg5  1  0.50000000  0.50000000  0.00000000  1
  Ni  Ni6  1  0.11706400  0.61706400  0.00000000  1
  Ni  Ni7  1  0.88293600  0.38293600  0.00000000  1
  Ni  Ni8  1  0.61706400  0.88293600  0.00000000  1
  Ni  Ni9  1  0.38293600  0.11706400  0.00000000  1
",127
44395,mp-755140,-1.5256326939999991,1.6307,W(BrO)2,0.0757834996666622,"['Br', 'O', 'W']","# generated using pymatgen
data_W(BrO)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.90086400
_cell_length_b   7.71043200
_cell_length_c   8.68143900
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   W(BrO)2
_chemical_formula_sum   'W2 Br4 O4'
_cell_volume   261.11464990
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  W  W0  1  0.95262200  0.01785000  0.00000000  1
  W  W1  1  0.04737800  0.51785000  0.00000000  1
  Br  Br2  1  0.00829700  0.04325400  0.28382000  1
  Br  Br3  1  0.00829700  0.04325400  0.71618000  1
  Br  Br4  1  0.99170300  0.54325400  0.28382000  1
  Br  Br5  1  0.99170300  0.54325400  0.71618000  1
  O  O6  1  0.49404700  0.03402600  0.00000000  1
  O  O7  1  0.00368700  0.28449600  0.00000000  1
  O  O8  1  0.50595300  0.53402600  0.00000000  1
  O  O9  1  0.99631300  0.78449600  0.00000000  1
",26
40021,mp-1077175,-0.3345257983333341,0.0,DyCuPb,0.0551666700000046,"['Cu', 'Dy', 'Pb']","# generated using pymatgen
data_DyCuPb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.60751831
_cell_length_b   4.60751831
_cell_length_c   7.41894300
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000452
_symmetry_Int_Tables_number   1
_chemical_formula_structural   DyCuPb
_chemical_formula_sum   'Dy2 Cu2 Pb2'
_cell_volume   136.39761822
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Dy  Dy0  1  0.00000000  0.00000000  0.50000000  1
  Dy  Dy1  1  0.00000000  0.00000000  0.00000000  1
  Cu  Cu2  1  0.33333300  0.66666700  0.25000000  1
  Cu  Cu3  1  0.66666700  0.33333300  0.75000000  1
  Pb  Pb4  1  0.33333300  0.66666700  0.75000000  1
  Pb  Pb5  1  0.66666700  0.33333300  0.25000000  1
",194
15034,mp-1078826,-0.6201112433333328,0.0,ErAlNi,0.0,"['Al', 'Er', 'Ni']","# generated using pymatgen
data_ErAlNi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.97408991
_cell_length_b   6.97408991
_cell_length_c   3.80424100
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.99999911
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ErAlNi
_chemical_formula_sum   'Er3 Al3 Ni3'
_cell_volume   160.24103484
_cell_formula_units_Z   3
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Er  Er0  1  0.41668200  0.00000000  0.50000000  1
  Er  Er1  1  0.00000000  0.41668200  0.50000000  1
  Er  Er2  1  0.58331800  0.58331800  0.50000000  1
  Al  Al3  1  0.76234700  0.00000000  0.00000000  1
  Al  Al4  1  0.00000000  0.76234700  0.00000000  1
  Al  Al5  1  0.23765300  0.23765300  0.00000000  1
  Ni  Ni6  1  0.33333300  0.66666700  0.00000000  1
  Ni  Ni7  1  0.66666700  0.33333300  0.00000000  1
  Ni  Ni8  1  0.00000000  0.00000000  0.50000000  1
",189
21424,mp-644332,-3.019687080186208,2.6922,KMnF3,0.0016612759999956,"['F', 'K', 'Mn']","# generated using pymatgen
data_KMnF3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.54043400
_cell_length_b   6.01211000
_cell_length_c   6.04495373
_cell_angle_alpha   89.97188741
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KMnF3
_chemical_formula_sum   'K4 Mn4 F12'
_cell_volume   310.38432996
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.25000000  0.99567700  0.50413200  1
  K  K1  1  0.75000000  0.00432300  0.49586800  1
  K  K2  1  0.25000000  0.49698200  0.00784000  1
  K  K3  1  0.75000000  0.50301800  0.99216000  1
  Mn  Mn4  1  0.00000000  0.00000000  0.00000000  1
  Mn  Mn5  1  0.50000000  0.00000000  0.00000000  1
  Mn  Mn6  1  0.00000000  0.50000000  0.50000000  1
  Mn  Mn7  1  0.50000000  0.50000000  0.50000000  1
  F  F8  1  0.25000000  0.00313900  0.98890100  1
  F  F9  1  0.75000000  0.99686100  0.01109900  1
  F  F10  1  0.25000000  0.49878700  0.50269300  1
  F  F11  1  0.75000000  0.50121300  0.49730700  1
  F  F12  1  0.00650700  0.73565400  0.23617900  1
  F  F13  1  0.99349300  0.26434600  0.76382100  1
  F  F14  1  0.50650700  0.26434600  0.76382100  1
  F  F15  1  0.49349300  0.73565400  0.23617900  1
  F  F16  1  0.00270600  0.23518000  0.26421800  1
  F  F17  1  0.99729400  0.76482000  0.73578200  1
  F  F18  1  0.50270600  0.76482000  0.73578200  1
  F  F19  1  0.49729400  0.23518000  0.26421800  1
",11
9422,mp-861503,-0.9582652449999998,0.5229000000000008,Pr3Sb4Au3,0.0,"['Au', 'Pr', 'Sb']","# generated using pymatgen
data_Pr3Sb4Au3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.79692151
_cell_length_b   8.79692151
_cell_length_c   8.79692151
_cell_angle_alpha   109.47122063
_cell_angle_beta   109.47122063
_cell_angle_gamma   109.47122063
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Pr3Sb4Au3
_chemical_formula_sum   'Pr6 Sb8 Au6'
_cell_volume   524.04702499
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pr  Pr0  1  0.25000000  0.62500000  0.37500000  1
  Pr  Pr1  1  0.75000000  0.87500000  0.12500000  1
  Pr  Pr2  1  0.37500000  0.25000000  0.62500000  1
  Pr  Pr3  1  0.62500000  0.37500000  0.25000000  1
  Pr  Pr4  1  0.12500000  0.75000000  0.87500000  1
  Pr  Pr5  1  0.87500000  0.12500000  0.75000000  1
  Sb  Sb6  1  0.17477400  0.17477400  0.17477400  1
  Sb  Sb7  1  0.50000000  0.00000000  0.32522600  1
  Sb  Sb8  1  0.32522600  0.50000000  0.00000000  1
  Sb  Sb9  1  0.00000000  0.32522600  0.50000000  1
  Sb  Sb10  1  0.67477400  0.67477400  0.67477400  1
  Sb  Sb11  1  0.50000000  0.00000000  0.82522600  1
  Sb  Sb12  1  0.00000000  0.82522600  0.50000000  1
  Sb  Sb13  1  0.82522600  0.50000000  0.00000000  1
  Au  Au14  1  0.25000000  0.12500000  0.87500000  1
  Au  Au15  1  0.75000000  0.37500000  0.62500000  1
  Au  Au16  1  0.87500000  0.25000000  0.12500000  1
  Au  Au17  1  0.12500000  0.87500000  0.25000000  1
  Au  Au18  1  0.62500000  0.75000000  0.37500000  1
  Au  Au19  1  0.37500000  0.62500000  0.75000000  1
",220
2383,mp-568934,-1.6018916760416655,0.0,Ti4AlN3,0.0,"['Al', 'N', 'Ti']","# generated using pymatgen
data_Ti4AlN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.99490268
_cell_length_b   2.99490268
_cell_length_c   23.49606900
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00001504
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ti4AlN3
_chemical_formula_sum   'Ti8 Al2 N6'
_cell_volume   182.51190743
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.33333300  0.66666700  0.44602200  1
  Ti  Ti1  1  0.66666700  0.33333300  0.55397800  1
  Ti  Ti2  1  0.00000000  0.00000000  0.65446200  1
  Ti  Ti3  1  0.00000000  0.00000000  0.15446200  1
  Ti  Ti4  1  0.00000000  0.00000000  0.84553800  1
  Ti  Ti5  1  0.66666700  0.33333300  0.94602200  1
  Ti  Ti6  1  0.00000000  0.00000000  0.34553800  1
  Ti  Ti7  1  0.33333300  0.66666700  0.05397800  1
  Al  Al8  1  0.66666700  0.33333300  0.75000000  1
  Al  Al9  1  0.33333300  0.66666700  0.25000000  1
  N  N10  1  0.66666700  0.33333300  0.10566600  1
  N  N11  1  0.33333300  0.66666700  0.60566600  1
  N  N12  1  0.00000000  0.00000000  0.50000000  1
  N  N13  1  0.66666700  0.33333300  0.39433400  1
  N  N14  1  0.33333300  0.66666700  0.89433400  1
  N  N15  1  0.00000000  0.00000000  0.00000000  1
",194
